"Organizace","P1.vysledky","P1.body","P2.bonifikace","P2.excelent","P3.body","Body2012","Celkem","Soubor","URL"
"Univerzita Karlova v Praze / Ăšstav dÄ›jin Univerzity Karlovy a archiv Univerzity Karlovy","56,313","1Â 059,328","0,000","226,061","0,000","0,000","1Â 285,389","H14_orjk_11610.xlsx","http://www.isvav.cz/h14/export/H14_orjk_11610.xlsx"
"Univerzita Karlova v Praze / Ăšstav jazykovĂ© a odbornĂ© pĹ™Ă­pravy","0,000","0,000","0,000","0,000","0,000","0,000","0,000","H14_orjk_11670.xlsx","http://www.isvav.cz/h14/export/H14_orjk_11670.xlsx"
"Univerzita Karlova v Praze / Ăšstav vĂ˝poÄŤetnĂ­ techniky","0,000","0,000","0,000","2,782","0,000","0,000","2,782","H14_orjk_11650.xlsx","http://www.isvav.cz/h14/export/H14_orjk_11650.xlsx"
"Univerzita Karlova v Praze / ĂšstĹ™ednĂ­ knihovna","0,000","0,000","0,000","0,000","0,000","0,000","0,000","H14_orjk_11680.xlsx","http://www.isvav.cz/h14/export/H14_orjk_11680.xlsx"
"Univerzita Karlova v Praze / 1. lĂ©kaĹ™skĂˇ fakulta","1Â 902,130","49Â 735,312","0,000","6Â 536,095","3Â 247,585","461,221","59Â 980,213","H14_orjk_11110.xlsx","http://www.isvav.cz/h14/export/H14_orjk_11110.xlsx"
"Univerzita Karlova v Praze / 2. lĂ©kaĹ™skĂˇ fakulta","702,342","18Â 465,208","0,000","3Â 122,257","2Â 477,075","29,564","24Â 094,104","H14_orjk_11130.xlsx","http://www.isvav.cz/h14/export/H14_orjk_11130.xlsx"
"Univerzita Karlova v Praze / 3. lĂ©kaĹ™skĂˇ fakulta","1Â 082,845","28Â 188,189","0,000","3Â 852,932","770,393","70,111","32Â 881,625","H14_orjk_11120.xlsx","http://www.isvav.cz/h14/export/H14_orjk_11120.xlsx"
"Univerzita PalackĂ©ho v Olomouci / Centrum celouniverzitnĂ­ch aktivit Univerzity PalackĂ©ho","0,000","0,000","0,000","0,000","0,000","0,000","0,000","H14_orjk_15630.xlsx","http://www.isvav.cz/h14/export/H14_orjk_15630.xlsx"
"Univerzita PalackĂ©ho v Olomouci / CyrilometodÄ›jskĂˇ teologickĂˇ fakulta","248,677","5Â 965,505","0,000","742,492","0,000","0,000","6Â 707,997","H14_orjk_15260.xlsx","http://www.isvav.cz/h14/export/H14_orjk_15260.xlsx"
"Univerzita PalackĂ©ho v Olomouci / Fakulta tÄ›lesnĂ© kultury","355,700","4Â 534,561","0,000","475,148","2,294","337,718","5Â 349,721","H14_orjk_15510.xlsx","http://www.isvav.cz/h14/export/H14_orjk_15510.xlsx"
"Univerzita PalackĂ©ho v Olomouci / Fakulta zdravotnickĂ˝ch vÄ›d","32,828","265,724","0,000","20,715","12,893","0,000","299,332","H14_orjk_15120.xlsx","http://www.isvav.cz/h14/export/H14_orjk_15120.xlsx"
"Univerzita PalackĂ©ho v Olomouci / FilozofickĂˇ fakulta","1Â 182,965","22Â 416,476","0,000","2Â 558,212","26,092","0,000","25Â 000,780","H14_orjk_15210.xlsx","http://www.isvav.cz/h14/export/H14_orjk_15210.xlsx"
"Univerzita PalackĂ©ho v Olomouci / InformaÄŤnĂ­ centrum Univerzity PalackĂ©ho","0,000","0,000","0,000","0,000","0,000","0,000","0,000","H14_orjk_15620.xlsx","http://www.isvav.cz/h14/export/H14_orjk_15620.xlsx"
"Univerzita PalackĂ©ho v Olomouci / LĂ©kaĹ™skĂˇ fakulta","1Â 382,183","27Â 029,486","0,000","3Â 365,891","3Â 021,102","1Â 252,389","34Â 668,868","H14_orjk_15110.xlsx","http://www.isvav.cz/h14/export/H14_orjk_15110.xlsx"
"Univerzita PalackĂ©ho v Olomouci / (nerozliĹˇenĂˇ souÄŤĂˇst)","0,000","0,000","0,000","0,000","0,000","0,000","0,000","H14_ico_61989592_.xlsx","http://www.isvav.cz/h14/export/H14_ico_61989592_.xlsx"
"Univerzita PalackĂ©ho v Olomouci / PedagogickĂˇ fakulta","298,879","4Â 271,401","0,000","416,505","0,000","165,040","4Â 852,946","H14_orjk_15410.xlsx","http://www.isvav.cz/h14/export/H14_orjk_15410.xlsx"
"Univerzita PalackĂ©ho v Olomouci / PrĂˇvnickĂˇ fakulta","331,284","4Â 686,580","0,000","408,481","39,848","0,000","5Â 134,909","H14_orjk_15220.xlsx","http://www.isvav.cz/h14/export/H14_orjk_15220.xlsx"
"Univerzita PalackĂ©ho v Olomouci / PĹ™Ă­rodovÄ›deckĂˇ fakulta","1Â 632,729","86Â 239,134","0,000","10Â 698,296","2Â 864,742","6Â 195,736","105Â 997,908","H14_orjk_15310.xlsx","http://www.isvav.cz/h14/export/H14_orjk_15310.xlsx"
"Univerzita PalackĂ©ho v Olomouci / RektorĂˇt Univerzity PalackĂ©ho","8,743","182,402","0,000","22,459","36,310","0,000","241,171","H14_orjk_15810.xlsx","http://www.isvav.cz/h14/export/H14_orjk_15810.xlsx"
"Univerzita PalackĂ©ho v Olomouci / SpoleÄŤnĂˇ laboratoĹ™ optiky Univerzity PalackĂ©ho a FyzikĂˇlnĂ­ho Ăşstavu AV ÄŚR","0,000","0,000","0,000","0,000","0,000","0,000","0,000","H14_orjk_15610.xlsx","http://www.isvav.cz/h14/export/H14_orjk_15610.xlsx"
"Univerzita Pardubice / Centrum materiĂˇlovĂ©ho vĂ˝zkumu","0,000","0,000","0,000","0,000","0,000","0,000","0,000","H14_orjk_25740.xlsx","http://www.isvav.cz/h14/export/H14_orjk_25740.xlsx"
"Univerzita Pardubice / Centrum vĂ˝zkumnĂ© a znaleckĂ© ÄŤinnosti","0,000","0,000","0,000","0,000","0,000","0,000","0,000","H14_orjk_25620.xlsx","http://www.isvav.cz/h14/export/H14_orjk_25620.xlsx"
"Univerzita Pardubice / DopravnĂ­ fakulta Jana Pernera","206,037","1Â 765,484","0,000","345,308","755,683","431,814","3Â 298,289","H14_orjk_25510.xlsx","http://www.isvav.cz/h14/export/H14_orjk_25510.xlsx"
"Univerzita Pardubice / Fakulta chemicko-technologickĂˇ","891,838","43Â 561,990","0,000","4Â 470,104","1Â 013,030","604,434","49Â 649,558","H14_orjk_25310.xlsx","http://www.isvav.cz/h14/export/H14_orjk_25310.xlsx"
"Univerzita Pardubice / Fakulta ekonomicko-sprĂˇvnĂ­","366,514","4Â 226,444","0,000","414,263","43,457","0,000","4Â 684,164","H14_orjk_25410.xlsx","http://www.isvav.cz/h14/export/H14_orjk_25410.xlsx"
"Univerzita Pardubice / Fakulta elektrotechniky a informatiky","127,022","993,324","0,000","284,571","488,704","1Â 676,621","3Â 443,220","H14_orjk_25530.xlsx","http://www.isvav.cz/h14/export/H14_orjk_25530.xlsx"
"Univerzita Pardubice / Fakulta filozofickĂˇ","325,518","6Â 506,499","0,000","833,674","0,000","124,762","7Â 464,935","H14_orjk_25210.xlsx","http://www.isvav.cz/h14/export/H14_orjk_25210.xlsx"
"Univerzita Pardubice / Fakulta restaurovĂˇnĂ­","17,774","476,436","0,000","60,278","162,676","0,000","699,390","H14_orjk_25110.xlsx","http://www.isvav.cz/h14/export/H14_orjk_25110.xlsx"
"Univerzita Pardubice / Fakulta zdravotnickĂ˝ch studiĂ­","116,841","1Â 088,823","0,000","124,132","15,496","2,615","1Â 231,066","H14_orjk_25520.xlsx","http://www.isvav.cz/h14/export/H14_orjk_25520.xlsx"
"Univerzita Pardubice / InformaÄŤnĂ­ centrum","0,000","0,000","0,000","0,000","0,000","0,000","0,000","H14_orjk_25640.xlsx","http://www.isvav.cz/h14/export/H14_orjk_25640.xlsx"
"Univerzita Pardubice / JazykovĂ© centrum","0,000","0,000","0,000","0,000","0,000","0,000","0,000","H14_orjk_25750.xlsx","http://www.isvav.cz/h14/export/H14_orjk_25750.xlsx"
"Univerzita Pardubice / Katedra tÄ›lovĂ˝chovy a sportu Univerzity Pardubice","0,000","0,000","0,000","0,000","0,000","0,000","0,000","H14_orjk_25650.xlsx","http://www.isvav.cz/h14/export/H14_orjk_25650.xlsx"
"Univerzita Pardubice / (nerozliĹˇenĂˇ souÄŤĂˇst)","0,000","0,000","0,000","0,000","0,000","0,000","0,000","H14_ico_00216275_.xlsx","http://www.isvav.cz/h14/export/H14_ico_00216275_.xlsx"
"Univerzita Pardubice / Odbor vĂ˝stavby a ĂşdrĹľby Univerzity Pardubice","0,000","0,000","0,000","0,000","0,000","0,000","0,000","H14_orjk_25840.xlsx","http://www.isvav.cz/h14/export/H14_orjk_25840.xlsx"
"Univerzita Pardubice / PĹ™epravnĂ­ laboratoĹ™, spoleÄŤnĂ© pracoviĹˇtÄ› NH-TRANS Ostrava a DopravnĂ­ fakulty Jana Pernera Univerzity Pardubice","0,000","0,000","0,000","0,000","0,000","0,000","0,000","H14_orjk_25710.xlsx","http://www.isvav.cz/h14/export/H14_orjk_25710.xlsx"
"Univerzita Pardubice / RektorĂˇt","1,019","1,477","0,000","0,077","0,000","0,000","1,554","H14_orjk_25810.xlsx","http://www.isvav.cz/h14/export/H14_orjk_25810.xlsx"
"Univerzita Pardubice / SpoleÄŤnĂˇ laboratoĹ™ analĂ˝zy a hodnocenĂ­ polymerĹŻ SYNPO a.s, Pardubice-RybitvĂ­ a Fakulty chemicko-technologickĂ© Univerzity Pardubice","0,000","0,000","0,000","0,000","0,000","0,000","0,000","H14_orjk_25690.xlsx","http://www.isvav.cz/h14/export/H14_orjk_25690.xlsx"
"Univerzita Pardubice / SpoleÄŤnĂˇ laboratoĹ™ chemie pevnĂ˝ch lĂˇtek Akademie vÄ›d ÄŚeskĂ© republiky a Univerzity Pardubice","0,000","0,000","0,000","0,000","0,000","0,000","0,000","H14_orjk_25670.xlsx","http://www.isvav.cz/h14/export/H14_orjk_25670.xlsx"
"Univerzita Pardubice / SpoleÄŤnĂˇ laboratoĹ™ NMR spektroskopie VĂ˝zkumnĂ©ho Ăşstavu organickĂ˝ch syntĂ©z a.s., Pardubice-RybitvĂ­ a Univerzity Pardubice","0,000","0,000","0,000","0,000","0,000","0,000","0,000","H14_orjk_25680.xlsx","http://www.isvav.cz/h14/export/H14_orjk_25680.xlsx"
"Univerzita Pardubice / SpoleÄŤnĂ© pracoviĹˇtÄ› aplikovanĂ© medicĂ­ny Nemocnice Pardubice a Fakulty chemicko-technologickĂ© Univerzity Pardubice","0,000","0,000","0,000","0,000","0,000","0,000","0,000","H14_orjk_25700.xlsx","http://www.isvav.cz/h14/export/H14_orjk_25700.xlsx"
"Univerzita Pardubice / StĹ™edisko dopravy Univerzity Pardubice","0,000","0,000","0,000","0,000","0,000","0,000","0,000","H14_orjk_25850.xlsx","http://www.isvav.cz/h14/export/H14_orjk_25850.xlsx"
"Univerzita Pardubice / TiskaĹ™skĂ© stĹ™edisko UP","0,000","0,000","0,000","0,000","0,000","0,000","0,000","H14_orjk_25830.xlsx","http://www.isvav.cz/h14/export/H14_orjk_25830.xlsx"
"Univerzita Pardubice / UniverzitnĂ­ ekologickĂ© centrum Univerzity Pardubice","0,000","0,000","0,000","0,000","0,000","0,000","0,000","H14_orjk_25660.xlsx","http://www.isvav.cz/h14/export/H14_orjk_25660.xlsx"
"Univerzita Pardubice / UniverzitnĂ­ knihovna Univerzity Pardubice","0,000","0,000","0,000","0,000","0,000","0,000","0,000","H14_orjk_25630.xlsx","http://www.isvav.cz/h14/export/H14_orjk_25630.xlsx"
"Univerzita Pardubice / Ăšstav elektrotechniky a informatiky","0,000","0,000","0,000","0,000","0,000","0,000","0,000","H14_orjk_25730.xlsx","http://www.isvav.cz/h14/export/H14_orjk_25730.xlsx"
"Univerzita TomĂˇĹˇe Bati ve ZlĂ­nÄ› / Fakulta aplikovanĂ© informatiky","593,878","7Â 697,429","0,000","1Â 180,237","303,962","4Â 789,446","13Â 971,074","H14_orjk_28140.xlsx","http://www.isvav.cz/h14/export/H14_orjk_28140.xlsx"
"Univerzita TomĂˇĹˇe Bati ve ZlĂ­nÄ› / Fakulta humanitnĂ­ch studiĂ­","141,416","1Â 999,249","0,000","164,209","0,000","0,000","2Â 163,458","H14_orjk_28150.xlsx","http://www.isvav.cz/h14/export/H14_orjk_28150.xlsx"
"Univerzita TomĂˇĹˇe Bati ve ZlĂ­nÄ› / Fakulta logistiky a krizovĂ©ho Ĺ™Ă­zenĂ­","14,458","384,336","0,000","37,963","0,000","0,000","422,299","H14_orjk_28160.xlsx","http://www.isvav.cz/h14/export/H14_orjk_28160.xlsx"
"Univerzita TomĂˇĹˇe Bati ve ZlĂ­nÄ› / Fakulta managementu a ekonomiky","464,726","5Â 387,865","0,000","524,494","133,442","260,099","6Â 305,900","H14_orjk_28120.xlsx","http://www.isvav.cz/h14/export/H14_orjk_28120.xlsx"
"Univerzita TomĂˇĹˇe Bati ve ZlĂ­nÄ› / Fakulta multimediĂˇlnĂ­ch komunikacĂ­","25,324","920,586","0,000","147,472","0,000","784,581","1Â 852,639","H14_orjk_28130.xlsx","http://www.isvav.cz/h14/export/H14_orjk_28130.xlsx"
"Univerzita TomĂˇĹˇe Bati ve ZlĂ­nÄ› / Fakulta technologickĂˇ","489,264","13Â 084,666","0,000","1Â 838,094","193,550","1Â 241,450","16Â 357,760","H14_orjk_28110.xlsx","http://www.isvav.cz/h14/export/H14_orjk_28110.xlsx"
"Univerzita TomĂˇĹˇe Bati ve ZlĂ­nÄ› / Knihovna UTB","1,052","28,783","0,000","0,086","0,000","0,000","28,869","H14_orjk_28700.xlsx","http://www.isvav.cz/h14/export/H14_orjk_28700.xlsx"
"Univerzita TomĂˇĹˇe Bati ve ZlĂ­nÄ› / (nerozliĹˇenĂˇ souÄŤĂˇst)","0,000","0,000","0,000","0,000","0,000","0,000","0,000","H14_ico_70883521_.xlsx","http://www.isvav.cz/h14/export/H14_ico_70883521_.xlsx"
"Univerzita TomĂˇĹˇe Bati ve ZlĂ­nÄ› / RektorĂˇt","0,000","0,000","0,000","0,000","0,000","0,000","0,000","H14_orjk_28810.xlsx","http://www.isvav.cz/h14/export/H14_orjk_28810.xlsx"
"Univerzita TomĂˇĹˇe Bati ve ZlĂ­nÄ› / UniverzitnĂ­ institut","137,957","4Â 483,939","0,000","280,735","661,322","330,872","5Â 756,868","H14_orjk_28610.xlsx","http://www.isvav.cz/h14/export/H14_orjk_28610.xlsx"
"Ăšstav  pro studium totalitnĂ­ch reĹľimĹŻ","5,408","320,135","0,000","0,000","0,000","0,000","320,135","H14_ico_75112779.xlsx","http://www.isvav.cz/h14/export/H14_ico_75112779.xlsx"
"Ăšstav analytickĂ© chemie AV ÄŚR, v. v. i.","199,081","13Â 501,781","0,000","1Â 320,832","264,556","180,620","15Â 267,789","H14_ico_68081715.xlsx","http://www.isvav.cz/h14/export/H14_ico_68081715.xlsx"
"Ăšstav anorganickĂ© chemie AV ÄŚR, v. v. i.","196,957","14Â 042,738","0,000","1Â 675,300","248,400","854,299","16Â 820,737","H14_ico_61388980.xlsx","http://www.isvav.cz/h14/export/H14_ico_61388980.xlsx"
"Ăšstav archeologickĂ© pamĂˇtkovĂ© pĂ©ÄŤe Brno, veĹ™ejnĂˇ vĂ˝zkumnĂˇ instituce","16,519","254,394","0,000","27,166","0,000","0,000","281,560","H14_ico_48511005.xlsx","http://www.isvav.cz/h14/export/H14_ico_48511005.xlsx"
"Ăšstav archeologickĂ© pamĂˇtkovĂ© pĂ©ÄŤe severozĂˇpadnĂ­ch ÄŚech, v. v. i.","5,803","127,746","0,000","9,762","0,000","0,000","137,508","H14_ico_47325011.xlsx","http://www.isvav.cz/h14/export/H14_ico_47325011.xlsx"
"Ăšstav biologie obratlovcĹŻ AV ÄŚR, v. v. i.","227,961","10Â 026,332","0,000","1Â 160,687","47,703","31,892","11Â 266,614","H14_ico_68081766.xlsx","http://www.isvav.cz/h14/export/H14_ico_68081766.xlsx"
"Ăšstav chemickĂ˝ch procesĹŻ AV ÄŚR, v. v. i.","323,515","17Â 988,715","0,000","2Â 482,521","1Â 554,451","1Â 153,286","23Â 178,973","H14_ico_67985858.xlsx","http://www.isvav.cz/h14/export/H14_ico_67985858.xlsx"
"Ăšstav dÄ›jin umÄ›nĂ­ AV ÄŚR, v. v. i.","148,929","4Â 090,227","0,000","508,653","123,747","0,000","4Â 722,627","H14_ico_68378033.xlsx","http://www.isvav.cz/h14/export/H14_ico_68378033.xlsx"
"Ăšstav experimentĂˇlnĂ­ botaniky AV ÄŚR, v. v. i.","241,661","18Â 145,712","0,000","2Â 666,207","1Â 051,114","2Â 937,596","24Â 800,629","H14_ico_61389030.xlsx","http://www.isvav.cz/h14/export/H14_ico_61389030.xlsx"
"Ăšstav experimentĂˇlnĂ­ medicĂ­ny AV ÄŚR, v. v. i.","211,787","11Â 655,864","0,000","1Â 532,772","302,530","984,709","14Â 475,875","H14_ico_68378041.xlsx","http://www.isvav.cz/h14/export/H14_ico_68378041.xlsx"
"Ăšstav fotoniky a elektroniky AV ÄŚR, v. v. i.","274,520","12Â 134,258","0,000","1Â 887,505","457,391","78,702","14Â 557,856","H14_ico_67985882.xlsx","http://www.isvav.cz/h14/export/H14_ico_67985882.xlsx"
"Ăšstav fyzikĂˇlnĂ­ chemie J. HeyrovskĂ©ho AV ÄŚR, v. v. i.","580,135","44Â 990,489","0,000","5Â 980,242","394,058","199,013","51Â 563,802","H14_ico_61388955.xlsx","http://www.isvav.cz/h14/export/H14_ico_61388955.xlsx"
"Ăšstav fyziky atmosfĂ©ry AV ÄŚR, v. v. i.","168,547","8Â 263,182","0,000","1Â 016,674","99,511","276,820","9Â 656,187","H14_ico_68378289.xlsx","http://www.isvav.cz/h14/export/H14_ico_68378289.xlsx"
"Ăšstav fyziky materiĂˇlĹŻ AV ÄŚR, v. v. i.","305,290","13Â 363,857","0,000","1Â 668,268","389,562","68,150","15Â 489,837","H14_ico_68081723.xlsx","http://www.isvav.cz/h14/export/H14_ico_68081723.xlsx"
"Ăšstav fyziky plazmatu AV ÄŚR, v. v. i.","190,609","10Â 578,967","0,000","1Â 117,263","566,873","171,401","12Â 434,504","H14_ico_61389021.xlsx","http://www.isvav.cz/h14/export/H14_ico_61389021.xlsx"
"Ăšstav geoniky AV ÄŚR, v. v. i.","176,636","4Â 257,268","0,000","517,493","644,284","780,281","6Â 199,326","H14_ico_68145535.xlsx","http://www.isvav.cz/h14/export/H14_ico_68145535.xlsx"
"Ăšstav hematologie a krevnĂ­ transfĂşze","216,838","5Â 830,855","0,000","790,495","1Â 272,810","26,117","7Â 920,277","H14_ico_00023736.xlsx","http://www.isvav.cz/h14/export/H14_ico_00023736.xlsx"
"Ăšstav informatiky AV ÄŚR, v. v. i.","334,236","8Â 844,510","0,000","1Â 254,189","124,725","576,865","10Â 800,289","H14_ico_67985807.xlsx","http://www.isvav.cz/h14/export/H14_ico_67985807.xlsx"
"Ăšstav jadernĂ© fyziky AV ÄŚR, v. v. i.","401,947","20Â 037,224","0,000","2Â 323,401","242,298","19,127","22Â 622,050","H14_ico_61389005.xlsx","http://www.isvav.cz/h14/export/H14_ico_61389005.xlsx"
"Ăšstav makromolekulĂˇrnĂ­ chemie AV ÄŚR, v. v. i.","544,617","36Â 115,111","0,000","4Â 113,386","935,597","1Â 560,953","42Â 725,047","H14_ico_61389013.xlsx","http://www.isvav.cz/h14/export/H14_ico_61389013.xlsx"
"Ăšstav mezinĂˇrodnĂ­ch vztahĹŻ, v.v.i.","141,520","3Â 477,966","0,000","344,759","125,493","15,325","3Â 963,543","H14_ico_48546054.xlsx","http://www.isvav.cz/h14/export/H14_ico_48546054.xlsx"
"Ăšstav molekulĂˇrnĂ­ genetiky AV ÄŚR, v. v. i.","201,404","15Â 213,802","0,000","2Â 336,397","1Â 237,485","2Â 813,708","21Â 601,392","H14_ico_68378050.xlsx","http://www.isvav.cz/h14/export/H14_ico_68378050.xlsx"
"Ăšstav organickĂ© chemie a biochemie AV ÄŚR, v. v. i.","842,294","67Â 859,718","4Â 000,000","10Â 160,011","1Â 643,569","1Â 707,896","85Â 371,194","H14_ico_61388963.xlsx","http://www.isvav.cz/h14/export/H14_ico_61388963.xlsx"
"Ăšstav pro ÄŤeskou literaturu AV ÄŚR, v. v. i.","277,345","7Â 509,442","0,000","976,226","147,803","19,250","8Â 652,721","H14_ico_68378068.xlsx","http://www.isvav.cz/h14/export/H14_ico_68378068.xlsx"
"Ăšstav pro hydrodynamiku AV ÄŚR, v. v. i.","113,045","3Â 392,043","0,000","332,039","55,213","279,597","4Â 058,892","H14_ico_67985874.xlsx","http://www.isvav.cz/h14/export/H14_ico_67985874.xlsx"
"Ăšstav pro jazyk ÄŤeskĂ˝ AV ÄŚR, v. v. i.","199,095","2Â 977,115","0,000","355,972","159,540","48,125","3Â 540,752","H14_ico_68378092.xlsx","http://www.isvav.cz/h14/export/H14_ico_68378092.xlsx"
"Ăšstav pro pĂ©ÄŤi o matku a dĂ­tÄ›","17,339","275,377","0,000","24,761","9,157","0,000","309,295","H14_ico_00023698.xlsx","http://www.isvav.cz/h14/export/H14_ico_00023698.xlsx"
"Ăšstav pro soudobĂ© dÄ›jiny AV ÄŚR, v. v. i.","151,867","4Â 097,636","0,000","495,051","146,911","0,000","4Â 739,598","H14_ico_68378114.xlsx","http://www.isvav.cz/h14/export/H14_ico_68378114.xlsx"
"Ăšstav pĹ™Ă­strojovĂ© techniky AV ÄŚR, v. v. i.","253,453","9Â 807,477","0,000","1Â 609,637","1Â 660,718","1Â 054,218","14Â 132,050","H14_ico_68081731.xlsx","http://www.isvav.cz/h14/export/H14_ico_68081731.xlsx"
"Ăšstav stĂˇtu a prĂˇva AV ÄŚR, v. v. i.","154,932","1Â 700,050","0,000","247,720","0,000","0,000","1Â 947,770","H14_ico_68378122.xlsx","http://www.isvav.cz/h14/export/H14_ico_68378122.xlsx"
"Ăšstav struktury a mechaniky hornin AV ÄŚR, v. v. i.","152,191","5Â 147,469","0,000","757,499","369,238","1Â 716,987","7Â 991,193","H14_ico_67985891.xlsx","http://www.isvav.cz/h14/export/H14_ico_67985891.xlsx"
"Ăšstav teoretickĂ© a aplikovanĂ© mechaniky AV ÄŚR, v. v. i.","142,959","2Â 708,074","0,000","358,976","1Â 110,972","577,306","4Â 755,328","H14_ico_68378297.xlsx","http://www.isvav.cz/h14/export/H14_ico_68378297.xlsx"
"Ăšstav teorie informace a automatizace AV ÄŚR, v. v. i.","399,153","10Â 998,634","0,000","1Â 524,812","596,963","820,971","13Â 941,380","H14_ico_67985556.xlsx","http://www.isvav.cz/h14/export/H14_ico_67985556.xlsx"
"Ăšstav termomechaniky AV ÄŚR, v. v. i.","330,402","11Â 514,111","0,000","1Â 266,721","470,229","481,749","13Â 732,810","H14_ico_61388998.xlsx","http://www.isvav.cz/h14/export/H14_ico_61388998.xlsx"
"Ăšstav zemÄ›dÄ›lskĂ© ekonomiky a informacĂ­","88,685","1Â 031,358","0,000","230,913","79,776","903,680","2Â 245,727","H14_ico_00027251.xlsx","http://www.isvav.cz/h14/export/H14_ico_00027251.xlsx"
"Ăšstav ĹľivoÄŤiĹˇnĂ© fyziologie a genetiky AV ÄŚR, v. v. i.","126,524","5Â 408,181","0,000","788,162","306,086","2,732","6Â 505,161","H14_ico_67985904.xlsx","http://www.isvav.cz/h14/export/H14_ico_67985904.xlsx"
"ĂšstĹ™ednĂ­ vojenskĂˇ nemocnice - VojenskĂˇ fakultnĂ­ nemocnice Praha","159,577","2Â 317,478","0,000","247,117","1Â 153,360","0,000","3Â 717,955","H14_ico_61383082.xlsx","http://www.isvav.cz/h14/export/H14_ico_61383082.xlsx"
"ValaĹˇskĂ© muzeum v pĹ™Ă­rodÄ› v RoĹľnovÄ› pod RadhoĹˇtÄ›m","2,000","64,797","0,000","6,480","0,000","0,000","71,277","H14_ico_00098604.xlsx","http://www.isvav.cz/h14/export/H14_ico_00098604.xlsx"
"VeterinĂˇrnĂ­ a farmaceutickĂˇ univerzita Brno / Fakulta veterinĂˇrnĂ­ hygieny a ekologie","435,197","8Â 887,496","0,000","1Â 030,671","108,180","90,836","10Â 117,183","H14_orjk_16270.xlsx","http://www.isvav.cz/h14/export/H14_orjk_16270.xlsx"
"VeterinĂˇrnĂ­ a farmaceutickĂˇ univerzita Brno / Fakulta veterinĂˇrnĂ­ho lĂ©kaĹ™stvĂ­","291,492","6Â 664,621","0,000","660,663","204,035","17,116","7Â 546,435","H14_orjk_16170.xlsx","http://www.isvav.cz/h14/export/H14_orjk_16170.xlsx"
"VeterinĂˇrnĂ­ a farmaceutickĂˇ univerzita Brno / FarmaceutickĂˇ fakulta","183,711","3Â 771,604","0,000","405,879","200,274","0,000","4Â 377,757","H14_orjk_16370.xlsx","http://www.isvav.cz/h14/export/H14_orjk_16370.xlsx"
"VeterinĂˇrnĂ­ a farmaceutickĂˇ univerzita Brno / (nerozliĹˇenĂˇ souÄŤĂˇst)","0,000","0,000","0,000","0,000","0,000","0,000","0,000","H14_ico_62157124_.xlsx","http://www.isvav.cz/h14/export/H14_ico_62157124_.xlsx"
"VeterinĂˇrnĂ­ a farmaceutickĂˇ univerzita Brno / RektorĂˇt","8,035","407,439","0,000","15,511","0,000","0,000","422,950","H14_orjk_16810.xlsx","http://www.isvav.cz/h14/export/H14_orjk_16810.xlsx"
"VeterinĂˇrnĂ­ a farmaceutickĂˇ univerzita Brno / Ĺ kolskĂ˝ zemÄ›dÄ›lskĂ˝ podnik NovĂ˝ JiÄŤĂ­n","0,000","0,000","0,000","0,000","0,000","0,000","0,000","H14_orjk_16610.xlsx","http://www.isvav.cz/h14/export/H14_orjk_16610.xlsx"
"VĂŤTKOVICE ĂšAM a.s.","1,250","26,805","0,000","0,000","143,072","0,000","169,877","H14_ico_28594771.xlsx","http://www.isvav.cz/h14/export/H14_ico_28594771.xlsx"
"VojenskĂ˝ vĂ˝zkumnĂ˝ Ăşstav, s.p.","7,511","198,641","0,000","30,440","1Â 482,096","0,000","1Â 711,177","H14_ico_29372259.xlsx","http://www.isvav.cz/h14/export/H14_ico_29372259.xlsx"
"VĹˇeobecnĂˇ fakultnĂ­ nemocnice v Praze / (nerozliĹˇenĂˇ souÄŤĂˇst)","1Â 071,353","22Â 564,541","0,000","3Â 054,315","3Â 232,346","103,640","28Â 954,842","H14_ico_00064165_.xlsx","http://www.isvav.cz/h14/export/H14_ico_00064165_.xlsx"
"VĹˇeobecnĂˇ fakultnĂ­ nemocnice v Praze / VĂ˝zkumnĂ˝ Ăşstav stomatologickĂ˝ Praha 2 - Vinohrady","0,000","0,000","0,000","3,320","58,497","0,000","61,817","H14_orjk_L39.xlsx","http://www.isvav.cz/h14/export/H14_orjk_L39.xlsx"
"VĂšTS, a.s.","15,107","172,616","0,000","629,019","3Â 537,068","3Â 174,804","7Â 513,507","H14_ico_46709002.xlsx","http://www.isvav.cz/h14/export/H14_ico_46709002.xlsx"
"VysokĂˇ Ĺˇkola bĂˇĹskĂˇ - TechnickĂˇ univerzita Ostrava / Archiv VĹ B-TUO","0,000","0,000","0,000","4,100","71,983","0,000","76,083","H14_orjk_27680.xlsx","http://www.isvav.cz/h14/export/H14_orjk_27680.xlsx"
"VysokĂˇ Ĺˇkola bĂˇĹskĂˇ - TechnickĂˇ univerzita Ostrava / Centrum energetickĂ©ho vyuĹľitĂ­ netradiÄŤnĂ­ch zdrojĹŻ energie","62,231","850,302","0,000","71,929","189,645","425,188","1Â 537,064","H14_orjk_27730.xlsx","http://www.isvav.cz/h14/export/H14_orjk_27730.xlsx"
"VysokĂˇ Ĺˇkola bĂˇĹskĂˇ - TechnickĂˇ univerzita Ostrava / Centrum informaÄŤnĂ­ch technologiĂ­","2,500","68,485","0,000","6,848","0,000","0,000","75,333","H14_orjk_27660.xlsx","http://www.isvav.cz/h14/export/H14_orjk_27660.xlsx"
